longitude,latitude
77.51565848,13.13301396
77.51563434,13.13310277
77.51594681,13.13312366
77.51623381,13.13310832
77.51626968,13.13287911
77.51626533,13.13257415
77.5160712,13.13264696
77.5156796,13.13294278
77.51558941,13.13302506
77.51565848,13.13301396
